year,doy,hod,A(uso),A(pmax),E(uso),E(pmax),Ci(uso),Ci(pmax),gs(uso),gs(pmax),Pleaf(uso),Pleaf(pmax),Tleaf(uso),Tleaf(pmax),Rublim(uso),Rublim(pmax),ksc(pmax),VCsun(pmax),VCsha(pmax),Eci(uso),Eci(pmax),Es(uso),Es(pmax),sw(uso),sw(pmax),Ps(uso),Ps(pmax)
[-],[-],[h],[umol m-2 s-1],[umol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[Pa],[Pa],[mol m-2 s-1],[mol m-2 s-1],[MPa],[MPa],[degC],[degC],[-],[-],[mmol m-2 s-1 MPa-1],[-],[-],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[mmol m-2 s-1],[m3 m-3],[m3 m-3],[MPa],[MPa]
2016,304,12.0,3.9434456106686535,0.0,0.6660473545179252,0.0,29.898000351950667,0.0,0.04508098223730522,0.0,0.0,0.0,13696.094478462275,0.0,False,0.0,6.010618949404005,0.9992302300479639,0.9999946676997226,0.0,0.0,0.08675535213232541,0.08675535213232541,0.107,0.107,-0.048391690295205986,-0.048391690295205986
2016,304,12.5,3.115803732325497,4.164057360351563,0.5466259701422547,4.711072402351162,29.66222155754063,41.72324627865978,0.03493842786373901,0.32697531771793026,0.0,-0.5410039435869342,31.00838662101247,30.995195416817957,False,False,6.010613349638567,0.9967753584252043,0.9999946676997226,0.0,0.0,0.07405752003707436,0.07405752003707436,0.107,0.107,-0.048391690295205986,-0.048391690295205986
2016,304,13.0,1.7397067910212831,2.51702436888541,0.30807111814917504,2.837321971226168,29.65787832901648,41.704337908351924,0.01944296543748003,0.1880416381645578,0.0,-0.35153769232088483,30.582897238474484,30.577998841592525,False,False,6.010613349638567,0.99894175978199,0.9999946676997226,0.0,0.0,0.04717207480420496,0.04717207480420496,0.107,0.107,-0.048391690295205986,-0.048391690295205986
2016,304,13.5,1.2474829546363,1.960454501757924,0.22845183723909687,2.4011996117049743,29.4384637237096,41.728412706105374,0.01373376312128066,0.15024146077465841,0.0,-0.31364444206767494,30.732870002944857,30.736662583860838,False,False,6.010613349638567,0.9992120555803398,0.9999946676997226,0.0,0.0,0.037880093731498865,0.037880093731498865,0.107,0.107,-0.048391690295205986,-0.048391690295205986
2016,304,14.0,1.0573833679679265,1.6971818190372603,0.19046282620829597,1.9631660449440511,29.566792524961212,41.7365634818005,0.011739596864182486,0.12510908314323396,0.0,-0.2772453688244261,30.602883950411965,30.606802207738333,False,False,6.010610169835143,0.9994272753555135,0.9999946676997226,0.0,0.0,0.03234795292551713,0.03234795292551713,0.1065,0.1065,-0.04993231840392216,-0.04993231840392216
2016,304,14.5,1.6481418619539272,2.343089377552851,0.29279196326027374,2.7619867922306827,29.6397587309663,41.71162845084388,0.018423949818730273,0.18248520240672955,0.0,-0.3924269311978575,30.616912561293724,30.628110610804356,False,False,6.010606704581266,0.9985935140599408,0.9999946676997226,0.0,0.0,0.03864280953940689,0.03864280953940689,0.106,0.106,-0.05152959416956806,-0.05152959416956806
2016,304,15.0,0.3820021120457522,0.8248270006873217,0.06778526791128126,0.8454311815557869,29.710739462209794,41.68958412274765,0.004267705402966128,0.05402510989937601,0.0,-0.16516203984566455,30.36515617,30.368932449103134,False,False,6.010606704581266,0.9998500067778232,0.9999946676997226,0.0,0.0,0.016024592554375116,0.016024592554375116,0.106,0.106,-0.05152959416956806,-0.05152959416956806
2016.0,304.0,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010606704581266,0.9998500067778232,0.9999946676997226,0.0,0.0,0.0,0.0,0.106,0.106,-0.05152959416956806,-0.05152959416956806
2016.0,304.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010606704581266,0.9998500067778232,0.9999946676997226,0.0,0.0,0.0,0.0,0.106,0.106,-0.05152959416956806,-0.05152959416956806
2016.0,304.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010606704581266,0.9998500067778232,0.9999946676997226,0.0,0.0,0.0,0.0,0.106,0.106,-0.05152959416956806,-0.05152959416956806
2016.0,304.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.010606704581266,0.9998500067778232,0.9999946676997226,0.0,0.0,0.0,0.0,0.106,0.106,-0.05152959416956806,-0.05152959416956806
